PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Personal Accessories,Female,38,Single,Other
Camping Equipment,Male,41,Married,Sales
Camping Equipment,Male,37,Married,Trades
Camping Equipment,Female,31,Single,Professional
Mountaineering Equipment,Female,31,Single,Professional
Mountaineering Equipment,Male,20,Single,Sales
Camping Equipment,Male,24,Single,Trades
Personal Accessories,Male,24,Single,Trades
Camping Equipment,Male,36,Married,Executive
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Golf Equipment,Male,43,Married,Trades
Personal Accessories,Male,43,Married,Trades
Personal Accessories,Female,34,Married,Professional
Mountaineering Equipment,Male,25,Single,Student
Personal Accessories,Male,25,Single,Student
Personal Accessories,Male,23,Single,Professional
Golf Equipment,Female,46,Married,Other
Personal Accessories,Female,51,Married,Professional
Personal Accessories,Female,34,Married,Professional
Personal Accessories,Female,21,Single,Professional
Camping Equipment,Female,42,Married,Other
Personal Accessories,Female,46,Unspecified,Hospitality
Personal Accessories,Female,68,Married,Other
Personal Accessories,Male,56,Unspecified,Other
Camping Equipment,Male,56,Unspecified,Other
Personal Accessories,Female,23,Single,Professional
Mountaineering Equipment,Male,30,Single,Trades
Camping Equipment,Male,30,Single,Trades
Mountaineering Equipment,Male,30,Single,Trades
Mountaineering Equipment,Male,30,Single,Trades
Camping Equipment,Male,30,Single,Trades
Camping Equipment,Male,41,Married,Executive
Mountaineering Equipment,Female,21,Single,Student
Personal Accessories,Male,29,Married,Professional
Personal Accessories,Female,25,Single,Retail
Golf Equipment,Male,46,Married,Professional
Golf Equipment,Male,46,Married,Professional
Personal Accessories,Male,46,Married,Professional
Golf Equipment,Male,58,Unspecified,Other
Mountaineering Equipment,Male,25,Single,Student
Mountaineering Equipment,Male,25,Single,Student
Golf Equipment,Male,59,Unspecified,Other
Personal Accessories,Male,59,Unspecified,Other
Golf Equipment,Female,53,Married,Hospitality
Mountaineering Equipment,Male,25,Single,Trades
Camping Equipment,Female,35,Unspecified,Hospitality
Camping Equipment,Male,25,Single,Professional
Personal Accessories,Male,25,Single,Professional
Camping Equipment,Male,28,Married,Sales
Camping Equipment,Male,23,Single,Other
Camping Equipment,Male,23,Single,Other
Camping Equipment,Male,32,Married,Other
Personal Accessories,Male,24,Single,Trades
Camping Equipment,Female,44,Married,Other
Camping Equipment,Male,43,Married,Executive
Personal Accessories,Male,31,Unspecified,Professional
Personal Accessories,Female,28,Single,Student
Camping Equipment,Male,31,Married,Trades
Camping Equipment,Male,37,Married,Trades
Golf Equipment,Male,41,Unspecified,Other
Golf Equipment,Male,41,Unspecified,Other
Camping Equipment,Male,25,Single,Professional
Personal Accessories,Male,25,Single,Professional
Personal Accessories,Female,29,Single,Retail
Camping Equipment,Male,25,Single,Trades
Personal Accessories,Female,28,Single,Retail
Camping Equipment,Male,39,Married,Sales
Mountaineering Equipment,Male,39,Married,Sales
Mountaineering Equipment,Male,39,Married,Sales
Personal Accessories,Male,39,Married,Sales
Mountaineering Equipment,Male,39,Married,Sales
Camping Equipment,Female,38,Married,Other
Camping Equipment,Female,38,Married,Other
Golf Equipment,Female,43,Married,Executive
Camping Equipment,Female,43,Married,Executive
Camping Equipment,Male,25,Single,Trades
Camping Equipment,Male,25,Single,Trades
Mountaineering Equipment,Female,24,Single,Student
Personal Accessories,Female,24,Single,Student
Camping Equipment,Female,38,Married,Other
Outdoor Protection,Male,21,Single,Student
Camping Equipment,Male,27,Single,Trades
Personal Accessories,Female,26,Single,Retail
Camping Equipment,Female,26,Single,Retail
Personal Accessories,Female,24,Single,Other
Personal Accessories,Female,26,Single,Professional
Camping Equipment,Male,37,Married,Executive
Camping Equipment,Male,37,Married,Executive
Camping Equipment,Male,31,Married,Executive
Camping Equipment,Male,31,Married,Executive
Camping Equipment,Female,21,Single,Other
Personal Accessories,Male,47,Unspecified,Trades
Golf Equipment,Female,49,Married,Other
Golf Equipment,Female,49,Married,Other
Golf Equipment,Female,49,Married,Other
Golf Equipment,Female,49,Married,Other
Camping Equipment,Female,20,Single,Other
Camping Equipment,Male,36,Married,Other
Outdoor Protection,Female,26,Married,Other
Personal Accessories,Male,30,Married,Professional
Personal Accessories,Male,34,Married,Other
Personal Accessories,Female,39,Married,Other
Camping Equipment,Male,28,Married,Executive
Mountaineering Equipment,Male,28,Married,Executive
Mountaineering Equipment,Male,28,Married,Executive
Camping Equipment,Male,39,Married,Other
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,28,Single,Professional
Personal Accessories,Male,27,Single,Professional
Personal Accessories,Male,27,Single,Professional
Personal Accessories,Female,22,Single,Professional
Mountaineering Equipment,Female,25,Single,Student
Camping Equipment,Female,36,Married,Other
Personal Accessories,Female,42,Married,Retired
Camping Equipment,Female,38,Married,Other
Camping Equipment,Female,38,Married,Other
Camping Equipment,Female,38,Married,Other
Camping Equipment,Male,37,Married,Other
Mountaineering Equipment,Male,37,Married,Other
Camping Equipment,Female,31,Married,Hospitality
Camping Equipment,Female,31,Married,Hospitality
Camping Equipment,Female,31,Married,Hospitality
Camping Equipment,Male,27,Single,Professional
Camping Equipment,Male,27,Single,Professional
Personal Accessories,Female,55,Married,Other
Mountaineering Equipment,Female,31,Married,Other
Personal Accessories,Female,28,Single,Other
Mountaineering Equipment,Male,33,Single,Other
Mountaineering Equipment,Male,33,Single,Other
Camping Equipment,Male,27,Single,Executive
Camping Equipment,Male,27,Single,Executive
Personal Accessories,Female,54,Married,Retired
Camping Equipment,Male,32,Married,Sales
Camping Equipment,Male,26,Unspecified,Sales
Camping Equipment,Male,26,Unspecified,Sales
Camping Equipment,Male,37,Married,Sales
Camping Equipment,Female,41,Married,Executive
Camping Equipment,Female,41,Married,Executive
Personal Accessories,Female,23,Single,Retail
Camping Equipment,Male,33,Single,Professional
Camping Equipment,Male,41,Married,Other
Personal Accessories,Female,20,Single,Professional
Golf Equipment,Female,46,Unspecified,Hospitality
Camping Equipment,Male,35,Married,Other
Personal Accessories,Female,30,Single,Retail
Camping Equipment,Male,19,Single,Other
Camping Equipment,Female,26,Single,Other
Personal Accessories,Female,23,Single,Retail
Personal Accessories,Male,32,Married,Professional
Personal Accessories,Female,26,Single,Other
Camping Equipment,Male,28,Single,Professional
Personal Accessories,Female,27,Single,Professional
Golf Equipment,Female,27,Single,Professional
Camping Equipment,Male,37,Married,Sales
Camping Equipment,Male,37,Married,Sales
Personal Accessories,Female,19,Single,Student
Camping Equipment,Female,34,Married,Executive
Camping Equipment,Female,34,Married,Executive
Personal Accessories,Male,28,Single,Retail
Mountaineering Equipment,Male,28,Single,Retail
Mountaineering Equipment,Male,31,Single,Other
Personal Accessories,Male,39,Unspecified,Trades
Personal Accessories,Female,40,Married,Executive
Personal Accessories,Female,31,Single,Professional
Mountaineering Equipment,Male,21,Unspecified,Other
Mountaineering Equipment,Male,21,Unspecified,Other
Camping Equipment,Male,19,Single,Other
Camping Equipment,Male,19,Single,Other
Personal Accessories,Female,53,Married,Other
Personal Accessories,Female,55,Married,Other
Camping Equipment,Male,29,Married,Executive
Personal Accessories,Female,35,Single,Professional
Camping Equipment,Female,37,Unspecified,Hospitality
Outdoor Protection,Female,37,Unspecified,Hospitality
Mountaineering Equipment,Female,62,Married,Retired
Outdoor Protection,Female,62,Married,Retired
Golf Equipment,Female,31,Married,Other
Camping Equipment,Male,30,Married,Other
Personal Accessories,Female,32,Single,Professional
Camping Equipment,Male,41,Married,Sales
Camping Equipment,Female,41,Married,Other
Personal Accessories,Female,24,Single,Retail
Golf Equipment,Female,59,Married,Other
Golf Equipment,Female,59,Married,Other
Golf Equipment,Female,59,Married,Other
Mountaineering Equipment,Male,36,Single,Professional
Camping Equipment,Female,43,Married,Executive
Personal Accessories,Female,27,Single,Student
Camping Equipment,Female,34,Married,Other
Outdoor Protection,Female,34,Married,Other
Personal Accessories,Female,27,Married,Sales
Camping Equipment,Female,43,Married,Other
Camping Equipment,Male,44,Married,Other
Camping Equipment,Male,30,Married,Sales
Golf Equipment,Male,48,Married,Professional
Personal Accessories,Male,48,Married,Professional
Mountaineering Equipment,Male,23,Single,Sales
Mountaineering Equipment,Male,23,Single,Sales
Camping Equipment,Female,44,Married,Other
Mountaineering Equipment,Male,29,Single,Other
Personal Accessories,Female,32,Single,Other
Camping Equipment,Male,36,Married,Trades
Mountaineering Equipment,Female,23,Single,Professional
Personal Accessories,Male,18,Single,Student
Camping Equipment,Male,34,Married,Trades
Camping Equipment,Male,40,Married,Sales
Camping Equipment,Male,40,Married,Sales
Golf Equipment,Male,45,Married,Trades
Golf Equipment,Male,45,Married,Trades
Golf Equipment,Male,45,Married,Trades
Camping Equipment,Male,33,Married,Executive
Personal Accessories,Female,28,Single,Professional
Camping Equipment,Female,36,Single,Retail
Personal Accessories,Female,28,Single,Retail
Camping Equipment,Male,31,Married,Trades
Personal Accessories,Female,32,Married,Other
Outdoor Protection,Female,32,Married,Other
Camping Equipment,Male,20,Single,Professional
Camping Equipment,Male,20,Single,Professional
Personal Accessories,Female,36,Single,Other
Camping Equipment,Male,27,Single,Professional
Camping Equipment,Male,27,Single,Professional
Camping Equipment,Male,25,Married,Executive
Camping Equipment,Male,25,Married,Executive
Camping Equipment,Male,25,Married,Executive
Camping Equipment,Male,41,Married,Other
Mountaineering Equipment,Male,34,Single,Professional
Camping Equipment,Male,34,Single,Professional
Camping Equipment,Male,34,Single,Professional
Camping Equipment,Female,49,Married,Executive
Camping Equipment,Male,36,Married,Executive
Camping Equipment,Female,25,Single,Other
Camping Equipment,Female,25,Single,Other
Personal Accessories,Female,39,Married,Executive
Personal Accessories,Female,39,Married,Executive
Camping Equipment,Male,39,Married,Other
Mountaineering Equipment,Female,39,Married,Other
Camping Equipment,Male,43,Single,Sales
Mountaineering Equipment,Male,25,Single,Sales
Mountaineering Equipment,Male,25,Single,Sales
Personal Accessories,Male,27,Married,Sales
Mountaineering Equipment,Male,37,Single,Other
Camping Equipment,Male,37,Single,Other
Camping Equipment,Male,27,Single,Trades
Personal Accessories,Female,44,Married,Retired
Personal Accessories,Female,25,Single,Retail
Camping Equipment,Female,37,Married,Other
Outdoor Protection,Female,37,Married,Other
Mountaineering Equipment,Male,27,Single,Trades
Mountaineering Equipment,Male,27,Single,Trades
Mountaineering Equipment,Male,27,Single,Trades
Camping Equipment,Female,44,Married,Other
Camping Equipment,Male,32,Single,Trades
Camping Equipment,Male,32,Single,Trades
Camping Equipment,Female,21,Married,Retail
Camping Equipment,Female,21,Married,Retail
Personal Accessories,Female,36,Single,Professional
Camping Equipment,Female,34,Married,Other
Mountaineering Equipment,Male,30,Single,Professional
Camping Equipment,Female,39,Unspecified,Hospitality
Camping Equipment,Female,39,Unspecified,Hospitality
Camping Equipment,Female,39,Unspecified,Hospitality
Outdoor Protection,Female,39,Unspecified,Hospitality
Personal Accessories,Female,28,Single,Retail
Camping Equipment,Female,21,Single,Other
Personal Accessories,Male,39,Unspecified,Trades
Mountaineering Equipment,Female,32,Unspecified,Professional
Personal Accessories,Female,29,Married,Other
Camping Equipment,Male,32,Married,Sales
Camping Equipment,Male,32,Married,Sales
Personal Accessories,Female,39,Single,Professional
Personal Accessories,Female,41,Married,Sales
Personal Accessories,Female,26,Single,Sales
Camping Equipment,Male,26,Married,Other
Mountaineering Equipment,Male,32,Single,Professional
Camping Equipment,Male,27,Married,Other
Personal Accessories,Male,27,Married,Other
Mountaineering Equipment,Female,34,Married,Professional
Personal Accessories,Female,39,Single,Retail
Personal Accessories,Female,39,Single,Retail
Personal Accessories,Female,45,Married,Executive
Personal Accessories,Female,22,Single,Professional
Personal Accessories,Female,23,Single,Other
Camping Equipment,Male,37,Married,Executive
Mountaineering Equipment,Female,26,Single,Other
Mountaineering Equipment,Female,26,Single,Other
Mountaineering Equipment,Female,26,Single,Other
Camping Equipment,Female,23,Married,Retail
Camping Equipment,Female,23,Married,Retail
Outdoor Protection,Female,23,Married,Retail
Camping Equipment,Male,35,Married,Trades
Camping Equipment,Male,35,Married,Trades
Personal Accessories,Female,36,Single,Other
Personal Accessories,Female,27,Single,Sales
Golf Equipment,Male,35,Married,Professional
Golf Equipment,Male,35,Married,Professional
Personal Accessories,Female,27,Single,Retail
Personal Accessories,Female,25,Single,Professional
Mountaineering Equipment,Male,27,Single,Professional
Mountaineering Equipment,Male,27,Single,Professional
